Faculty Name,Faculty Title,Faculty ID,Department,College,Website Link
April M. Becker,Associate Professor,2684,Behavior Analysis,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=amb0345#current-teaching
Sam C. Bergmann,Associate Professor,2685,Behavior Analysis,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=scm0164#current-teaching
Karen A. Rader,Chair,2686,Behavior Analysis,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=kat0185#current-teaching
Kenda Morrison,Principal Lecturer,2687,Behavior Analysis,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=km0355#current-teaching
Jesus Rosales-Ruiz,Professor,2688,Behavior Analysis,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=jr0056#current-teaching
Shahla S. Ala'i-Rosales,Professor,2689,Behavior Analysis,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=ssa0011#current-teaching
Daniele Ortu,Research Assistant Professor,2690,Behavior Analysis,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=do0037#current-teaching
Cameron Scallan,Teaching Fellow,2691,Behavior Analysis,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=cms0696#current-teaching
Hannah McGee,Teaching Fellow,2692,Behavior Analysis,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=hdm0078#current-teaching
Kio Kazaoka,Teaching Fellow,2693,Behavior Analysis,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=kk0580#current-teaching
Logan L. Gibson,Teaching Fellow,2694,Behavior Analysis,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=jlg0569#current-teaching
Marcus D. Strum,Teaching Fellow,2695,Behavior Analysis,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=mds0443#current-teaching
Arthur Vasquez,Adjunct Faculty,2696,Criminal Justice,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=agv0014#current-teaching
Ashley Hibbs,Adjunct Faculty,2697,Criminal Justice,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=anh0297#current-teaching
Brandy Wilson Edwards,Adjunct Faculty,2698,Criminal Justice,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=bmw0026#current-teaching
Cherly Gary-Furdge,Adjunct Faculty,2699,Criminal Justice,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=cdg0078#current-teaching
Corey L. Tinsman,Adjunct Faculty,2700,Criminal Justice,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=clt0061#current-teaching
Damoine Williams,Adjunct Faculty,2701,Criminal Justice,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=dtw0097#current-teaching
Daphine Brown-Jack,Adjunct Faculty,2702,Criminal Justice,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=dbb0120#current-teaching
Emmitt Jackson,Adjunct Faculty,2703,Criminal Justice,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=erj0003#current-teaching
Eric Sullivan,Adjunct Faculty,2704,Criminal Justice,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=ets0076#current-teaching
Francheska Brinkley,Adjunct Faculty,2705,Criminal Justice,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=flb0026#current-teaching
Jasmine Thompson,Adjunct Faculty,2706,Criminal Justice,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=jnt0053#current-teaching
Kubra Gultekin,Adjunct Faculty,2707,Criminal Justice,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=kg0072#current-teaching
Madison McDowell,Adjunct Faculty,2708,Criminal Justice,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=mlg0299#current-teaching
Marissa Hayes,Adjunct Faculty,2709,Criminal Justice,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=mkd0080#current-teaching
Robert Kitts,Adjunct Faculty,2710,Criminal Justice,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=rwk0058#current-teaching
Ryan Getty,Adjunct Faculty,2711,Criminal Justice,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=rmg0264#current-teaching
Solomon A. Oshowole,Adjunct Faculty,2712,Criminal Justice,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=sao0027#current-teaching
Stephanie Whitehead,Adjunct Faculty,2713,Criminal Justice,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=snw0175#current-teaching
Stephen Tillotson,Adjunct Faculty,2714,Criminal Justice,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=set0209#current-teaching
Todd Gearman,Adjunct Faculty,2715,Criminal Justice,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=tag0259#current-teaching
Alessa Juarez,Assistant Professor,2716,Criminal Justice,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=asj0105#current-teaching
Jhon Pupo,Assistant Professor,2717,Criminal Justice,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=jap0760#current-teaching
Rachael Rief,Assistant Professor,2718,Criminal Justice,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=rmr0272#current-teaching
Jody L. Sundt,Associate Dean,2719,Criminal Justice,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=jls0992#current-teaching
Alexander H. Updegrove,Associate Professor,2720,Criminal Justice,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=ahu0006#current-teaching
Brooke E. Nodeland,Associate Professor,2721,Criminal Justice,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=ben0007#current-teaching
Haley R. Zettler,Associate Professor,2722,Criminal Justice,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=hrz0002#current-teaching
Jessica M. Craig,Associate Professor,2723,Criminal Justice,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=jmc0680#current-teaching
Adam Trahan,Chair,2724,Criminal Justice,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=at0214#current-teaching
Jordan M. Russell,Lecturer,2725,Criminal Justice,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=jmw0384#current-teaching
Mark C. Saber,Lecturer,2726,Criminal Justice,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=mcs0273#current-teaching
Sam Simon,Lecturer,2727,Criminal Justice,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=sas0866#current-teaching
Andrekus J. Dixon,Principal Lecturer,2728,Criminal Justice,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=ajd0079#current-teaching
Chad R. Trulson,Professor,2729,Criminal Justice,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=ct0054#current-teaching
Eric J. Fritsch,Professor,2730,Criminal Justice,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=ejf0006#current-teaching
Robert B. Wall,Senior Lecturer,2731,Criminal Justice,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=rbw0036#current-teaching
Jessica Roberts,Staff,2732,Criminal Justice,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=jr1777#current-teaching
Beatriz Wronski,Visiting Assistant Professor,2733,Criminal Justice,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=bw0357#current-teaching
Nicole Dash,Dean,2734,Dean's Office,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=nd0020#current-teaching
Cody Carter,Adjunct Faculty,2735,Emergency Management and Disaster Science,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=csc0160#current-teaching
Eric Hutmacher,Adjunct Faculty,2736,Emergency Management and Disaster Science,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=egh0021#current-teaching
Karen McCormick,Adjunct Faculty,2737,Emergency Management and Disaster Science,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=km0086#current-teaching
Luis A. Tapia,Adjunct Faculty,2738,Emergency Management and Disaster Science,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=lat0012#current-teaching
Meredith Nurge,Adjunct Faculty,2739,Emergency Management and Disaster Science,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=msd0091#current-teaching
Rosie Lin,Adjunct Faculty,2740,Emergency Management and Disaster Science,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=cl1060#current-teaching
Elyse M. Zavar,Associate Professor,2741,Emergency Management and Disaster Science,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=emz0016#current-teaching
Mary M. Nelan,Associate Professor,2742,Emergency Management and Disaster Science,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=mmn0081#current-teaching
Ronald L. Schumann,Associate Professor,2743,Emergency Management and Disaster Science,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=rls0372#current-teaching
Laura K. Siebeneck,Chair,2744,Emergency Management and Disaster Science,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=lks0122#current-teaching
Julie R. Elliott,Lecturer,2745,Emergency Management and Disaster Science,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=jrh0407#current-teaching
Ronald P. Timmons,Principal Lecturer,2746,Emergency Management and Disaster Science,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=rpt0033#current-teaching
Gary R. Webb,Professor,2747,Emergency Management and Disaster Science,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=grw0013#current-teaching
H. Tristan Wu,Professor,2748,Emergency Management and Disaster Science,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=hw0233#current-teaching
Michael Penaluna,Teaching Fellow,2749,Emergency Management and Disaster Science,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=map0149#current-teaching
Wesley Lysaght,Teaching Fellow,2750,Emergency Management and Disaster Science,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=wll0032#current-teaching
Jakob L. Vingren,Academic Associate Dean,2751,"Kinesiology, Health Promotion and Recreation",College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=jlv0027#current-teaching
Barbara Polansky,Adjunct Faculty,2752,"Kinesiology, Health Promotion and Recreation",College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=bcp0004#current-teaching
Francesca Aquilino,Adjunct Faculty,2753,"Kinesiology, Health Promotion and Recreation",College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=fa0465#current-teaching
Jiwon Song,Adjunct Faculty,2754,"Kinesiology, Health Promotion and Recreation",College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=js2712#current-teaching
Kase Pennartz,Adjunct Faculty,2755,"Kinesiology, Health Promotion and Recreation",College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=kjp0229#current-teaching
Leah S. Goudy,Adjunct Faculty,2756,"Kinesiology, Health Promotion and Recreation",College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=lsg0072#current-teaching
Matthew J. Holt,Adjunct Faculty,2757,"Kinesiology, Health Promotion and Recreation",College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=mjh0416#current-teaching
Michael H. Savod,Adjunct Faculty,2758,"Kinesiology, Health Promotion and Recreation",College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=mhs0117#current-teaching
Richard N. Hadwick,Adjunct Faculty,2759,"Kinesiology, Health Promotion and Recreation",College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=rnh0079#current-teaching
Rodrigo Camargo de Almeida,Adjunct Faculty,2760,"Kinesiology, Health Promotion and Recreation",College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=rcd0086#current-teaching
Rosa Vasquez,Adjunct Faculty,2761,"Kinesiology, Health Promotion and Recreation",College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=rav0101#current-teaching
Sabrina Queen,Adjunct Faculty,2762,"Kinesiology, Health Promotion and Recreation",College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=snq0012#current-teaching
Sohaila Rahman,Adjunct Faculty,2763,"Kinesiology, Health Promotion and Recreation",College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=sr1034#current-teaching
Taryn D. Ziehm,Adjunct Faculty,2764,"Kinesiology, Health Promotion and Recreation",College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=tdw0032#current-teaching
Yihua Yin,Adjunct Faculty,2765,"Kinesiology, Health Promotion and Recreation",College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=yy0345#current-teaching
Benjamin Young,Assistant Professor,2766,"Kinesiology, Health Promotion and Recreation",College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=bey0013#current-teaching
Eduardo Freitas,Assistant Professor,2767,"Kinesiology, Health Promotion and Recreation",College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=ef0307#current-teaching
Jerraco L. Johnson,Assistant Professor,2768,"Kinesiology, Health Promotion and Recreation",College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=jlj0385#current-teaching
Joshua Keller,Assistant Professor,2769,"Kinesiology, Health Promotion and Recreation",College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=jlk0380#current-teaching
Justin Sprick,Assistant Professor,2770,"Kinesiology, Health Promotion and Recreation",College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=js1177#current-teaching
Megan  Ware,Assistant Professor,2771,"Kinesiology, Health Promotion and Recreation",College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=mew0333#current-teaching
Myungjin Jung,Assistant Professor,2772,"Kinesiology, Health Promotion and Recreation",College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=mj0726#current-teaching
Samantha Moss,Assistant Professor,2773,"Kinesiology, Health Promotion and Recreation",College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=sm4165#current-teaching
Sarah E. Deemer,Assistant Professor,2774,"Kinesiology, Health Promotion and Recreation",College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=sed0203#current-teaching
Andrew M. Colombo-Dougovito,Associate Professor,2775,"Kinesiology, Health Promotion and Recreation",College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=amc0670#current-teaching
Karen H. Weiller-Abels,Associate Professor,2776,"Kinesiology, Health Promotion and Recreation",College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=khw0002#current-teaching
Minhong Kim,Associate Professor,2777,"Kinesiology, Health Promotion and Recreation",College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=mk0691#current-teaching
Ryan L. Olson,Associate Professor,2778,"Kinesiology, Health Promotion and Recreation",College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=rlo0049#current-teaching
Tao Zhang,Chair,2779,"Kinesiology, Health Promotion and Recreation",College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=tz0024#current-teaching
Sam S. Dardaman,Clinical Assistant Professor,2780,"Kinesiology, Health Promotion and Recreation",College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=ssd0110#current-teaching
Gregg Mallett,Clinical Associate Professor,2781,"Kinesiology, Health Promotion and Recreation",College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=gsm0094#current-teaching
Alexander Fernandez,Lecturer,2782,"Kinesiology, Health Promotion and Recreation",College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=af0145#current-teaching
Kelly Perez,Lecturer,2783,"Kinesiology, Health Promotion and Recreation",College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=klp0302#current-teaching
Joseph Walker,Principal Lecturer,2784,"Kinesiology, Health Promotion and Recreation",College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=jw0215#current-teaching
David W. Hill,Professor,2785,"Kinesiology, Health Promotion and Recreation",College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=dwh0002#current-teaching
Jean J. Keller,Professor,2786,"Kinesiology, Health Promotion and Recreation",College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=mjk0007#current-teaching
Scott B. Martin,Professor,2787,"Kinesiology, Health Promotion and Recreation",College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=sbm0006#current-teaching
John H. Curtis,Senior Lecturer,2788,"Kinesiology, Health Promotion and Recreation",College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=jhc0005#current-teaching
Austin B. Shaw,Teaching Fellow,2789,"Kinesiology, Health Promotion and Recreation",College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=abs0143#current-teaching
Christian Quintero,Teaching Fellow,2790,"Kinesiology, Health Promotion and Recreation",College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=coq0001#current-teaching
Ethan Hein,Teaching Fellow,2791,"Kinesiology, Health Promotion and Recreation",College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=ejh0164#current-teaching
Jeremiah Blough,Teaching Fellow,2792,"Kinesiology, Health Promotion and Recreation",College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=jcb0616#current-teaching
Jessica Pegg,Teaching Fellow,2793,"Kinesiology, Health Promotion and Recreation",College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=jp1722#current-teaching
Keely N. Hayden,Teaching Fellow,2794,"Kinesiology, Health Promotion and Recreation",College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=knh0171#current-teaching
Macilynn Coles,Teaching Fellow,2795,"Kinesiology, Health Promotion and Recreation",College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=mec0478#current-teaching
Mitchell Kay,Teaching Fellow,2796,"Kinesiology, Health Promotion and Recreation",College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=mpk0054#current-teaching
Sabrina Madson,Teaching Fellow,2797,"Kinesiology, Health Promotion and Recreation",College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=skm0306#current-teaching
Shahaf Bareni,Teaching Fellow,2798,"Kinesiology, Health Promotion and Recreation",College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=syb0018#current-teaching
Adam Parker,Visiting Assistant Professor,2799,"Kinesiology, Health Promotion and Recreation",College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=ap2794#current-teaching
Ahmed Eraky,Adjunct Faculty,2800,Public Administration,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=aee0113#current-teaching
Daniel Johnson,Adjunct Faculty,2801,Public Administration,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=daj0182#current-teaching
Fereshteh Tadayon,Adjunct Faculty,2802,Public Administration,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=ft0124#current-teaching
Hao Zhang,Adjunct Faculty,2803,Public Administration,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=hz0130#current-teaching
Janay Tieken,Adjunct Faculty,2804,Public Administration,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=jep0042#current-teaching
Jessica Woods,Adjunct Faculty,2805,Public Administration,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=jaw0678#current-teaching
Jintak Kim,Adjunct Faculty,2806,Public Administration,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=jk0676#current-teaching
Jungin Choe,Adjunct Faculty,2807,Public Administration,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=jc2192#current-teaching
Norman A. Dolch,Adjunct Faculty,2808,Public Administration,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=nad0062#current-teaching
Stephen Flynn,Adjunct Faculty,2809,Public Administration,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=sjf0146#current-teaching
Annie Lee,Assistant Professor,2810,Public Administration,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=asl0175#current-teaching
Laiyang Ke,Assistant Professor,2811,Public Administration,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=lk0604#current-teaching
Lauren A. Fischer,Assistant Professor,2812,Public Administration,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=laf0204#current-teaching
Linlang He,Assistant Professor,2813,Public Administration,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=lh0601#current-teaching
Mashrur Rahman,Assistant Professor,2814,Public Administration,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=mr2520#current-teaching
Nathan M. Hutson,Assistant Professor,2815,Public Administration,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=nmh0123#current-teaching
Brian K. Collins,Associate Professor,2816,Public Administration,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=bkc0052#current-teaching
Skip L. Krueger,Associate Professor,2817,Public Administration,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=elk0010#current-teaching
Yu Shi,Associate Professor,2818,Public Administration,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=ys0274#current-teaching
Simon Andrew,Chair,2819,Public Administration,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=sa0209#current-teaching
Laura M. Keyes,Clinical Assistant Professor,2820,Public Administration,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=lmk0099#current-teaching
Ja Young Kim,Lecturer,2821,Public Administration,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=jk1228#current-teaching
Harrison Keller,President,2822,Public Administration,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=hk1002#current-teaching
Leslie R. Roberts,Principal Lecturer,2823,Public Administration,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=lrr0064#current-teaching
Hee Soun Jang,Professor,2824,Public Administration,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=hj0080#current-teaching
Lisa Dicke,Professor,2825,Public Administration,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=ld0076#current-teaching
Robert L. Bland,Professor,2826,Public Administration,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=rlb0002#current-teaching
Aparajitia Sengupta,Teaching Fellow,2827,Public Administration,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=as3860#current-teaching
Edmund Adu,Teaching Fellow,2828,Public Administration,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=ea0511#current-teaching
Elizabeth Timothy,Teaching Fellow,2829,Public Administration,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=ekt0031#current-teaching
Emmanuel Bigodza,Teaching Fellow,2830,Public Administration,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=ekb0124#current-teaching
Hyojun Kim,Teaching Fellow,2831,Public Administration,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=hk0824#current-teaching
Inwhan Lee,Teaching Fellow,2832,Public Administration,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=igl0014#current-teaching
Jenisa R C,Teaching Fellow,2833,Public Administration,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=jr1014#current-teaching
John L. Pipes,Teaching Fellow,2834,Public Administration,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=jlp0007#current-teaching
Kingsley Ukwandi,Teaching Fellow,2835,Public Administration,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=ku0056#current-teaching
Lowell H. Johnson,Teaching Fellow,2836,Public Administration,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=lhj0008#current-teaching
Ojonugwa Emmanuel,Teaching Fellow,2837,Public Administration,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=oce0007#current-teaching
Sara D. Ford,Teaching Fellow,2838,Public Administration,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=sdf0134#current-teaching
Tristen Wheeler,Teaching Fellow,2839,Public Administration,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=tw0262#current-teaching
Adeleye Adaralegbe,Adjunct Faculty,2840,Rehabilitation and Health Services,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=aaa0659#current-teaching
Brandi D. Levingston,Adjunct Faculty,2841,Rehabilitation and Health Services,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=bld0095#current-teaching
Brinta Thomas,Adjunct Faculty,2842,Rehabilitation and Health Services,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=bt0349#current-teaching
Catherine Faith Nalubwama Sembajwe-Reeves,Adjunct Faculty,2843,Rehabilitation and Health Services,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=cfs0046#current-teaching
Cheng Yin,Adjunct Faculty,2844,Rehabilitation and Health Services,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=cy0145#current-teaching
Crystal George,Adjunct Faculty,2845,Rehabilitation and Health Services,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=cdh0197#current-teaching
Idorenyin Udoh,Adjunct Faculty,2846,Rehabilitation and Health Services,College of Public Affairs and Health Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=iiu0003#current-teaching
