Faculty Name,Faculty Title,Faculty ID,Department,College,Website Link
Alexandria Abbrat,Adjunct Faculty,1289,Dean's Office,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=aka0168#current-teaching
Brandon Fisher,Adjunct Faculty,1290,Dean's Office,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=blf0139#current-teaching
Brentt Petika,Adjunct Faculty,1291,Dean's Office,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=bpp0042#current-teaching
David Bekker,Adjunct Faculty,1292,Dean's Office,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=djb0025#current-teaching
Elizabeth Mayberry,Adjunct Faculty,1293,Dean's Office,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=emm0285#current-teaching
Erin Donahoe-Rankin,Adjunct Faculty,1294,Dean's Office,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=emd0152#current-teaching
Evan Tom,Adjunct Faculty,1295,Dean's Office,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=emt0096#current-teaching
Katherine A. Jenkins,Adjunct Faculty,1296,Dean's Office,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=kaj0128#current-teaching
Kevin Bontempo,Adjunct Faculty,1297,Dean's Office,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=kjb0318#current-teaching
Lauren Piepenburg,Adjunct Faculty,1298,Dean's Office,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=lrp0126#current-teaching
Laurie G. Carroll,Adjunct Faculty,1299,Dean's Office,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=lgc0008#current-teaching
Maya McMillian,Adjunct Faculty,1300,Dean's Office,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=mem0645#current-teaching
Michelle Abeyta,Adjunct Faculty,1301,Dean's Office,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=mla0163#current-teaching
Missy Eenigenburg,Adjunct Faculty,1302,Dean's Office,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=mde0011#current-teaching
Samantha Pollard,Adjunct Faculty,1303,Dean's Office,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=sjr0198#current-teaching
Tricia K. Rodriguez,Adjunct Faculty,1304,Dean's Office,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=pkr0031#current-teaching
Zach Yeager,Adjunct Faculty,1305,Dean's Office,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=zly0002#current-teaching
Alexandra Rouse,Staff,1306,Dean's Office,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=apr0052#current-teaching
Ajay Babar,Adjunct Faculty,1307,Economics,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=ab0032#current-teaching
Eva Schaffer,Adjunct Faculty,1308,Economics,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=ejs0006#current-teaching
Kaycee C. Washington,Adjunct Faculty,1309,Economics,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=kw0001#current-teaching
Ryan Meister,Adjunct Faculty,1310,Economics,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=rm1205#current-teaching
Hanchen Jiang,Assistant Professor,1311,Economics,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=hj0192#current-teaching
Yang Zhou,Assistant Professor,1312,Economics,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=yz0312#current-teaching
David J. Molina,Associate Professor,1313,Economics,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=djm0041#current-teaching
Margie A. Tieslau,Associate Professor,1314,Economics,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=mat0026#current-teaching
Myungsup Kim,Associate Professor,1315,Economics,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=mk0227#current-teaching
Xi Yang,Associate Professor,1316,Economics,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=xy0057#current-teaching
Jeffrey J. Rous,Chair,1317,Economics,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=jjr0007#current-teaching
Guillermo Covarrubias,Principal Lecturer,1318,Economics,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=gc0225#current-teaching
Harry Ellis,Principal Lecturer,1319,Economics,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=he0007#current-teaching
Jiyoung Kwon,Principal Lecturer,1320,Economics,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=jk0201#current-teaching
Kari L. Battaglia,Principal Lecturer,1321,Economics,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=klb0044#current-teaching
Guohua Feng,Professor,1322,Economics,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=gf0050#current-teaching
Janice A. Hauge,Professor,1323,Economics,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=jah0135#current-teaching
Michael C. Carroll,Professor,1324,Economics,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=mcc0225#current-teaching
Michael L. Nieswiadomy,Professor,1325,Economics,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=mln0004#current-teaching
Bryan Dickson,Senior Lecturer,1326,Economics,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=bsd0001#current-teaching
Dan Zhao,Senior Lecturer,1327,Economics,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=xz0157#current-teaching
Cyrus Figiel,Teaching Fellow,1328,Economics,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=cmf0267#current-teaching
Fatima Bankole,Teaching Fellow,1329,Economics,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=fab0068#current-teaching
Issac Hunter,Teaching Fellow,1330,Economics,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=ith0006#current-teaching
Kawsar Hosan,Teaching Fellow,1331,Economics,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=kh0854#current-teaching
Letitia Wangoya,Teaching Fellow,1332,Economics,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=lo0140#current-teaching
Ryan Elias,Teaching Fellow,1333,Economics,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=rme0062#current-teaching
Sakir Inteser,Teaching Fellow,1334,Economics,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=si0264#current-teaching
Thomas Mowery,Teaching Fellow,1335,Economics,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=tdm0266#current-teaching
Tyler Rodriguez,Teaching Fellow,1336,Economics,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=twr0048#current-teaching
Taylor Matthys,Visiting Lecturer,1337,Economics,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=tac0251#current-teaching
Allegra V. Davis Hanna,Adjunct Faculty,1338,English,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=avd0004#current-teaching
Alvaro Cantu,Adjunct Faculty,1339,English,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=ac1894#current-teaching
Amy A. Montoya,Adjunct Faculty,1340,English,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=aas0008#current-teaching
Andrea Perez,Adjunct Faculty,1341,English,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=acp0164#current-teaching
Annmarie Woods,Adjunct Faculty,1342,English,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=ajw0398#current-teaching
Azure Arther,Adjunct Faculty,1343,English,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=ada0255#current-teaching
Barbara Melton,Adjunct Faculty,1344,English,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=bsm0164#current-teaching
Ben R. Abercrombie,Adjunct Faculty,1345,English,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=bra0051#current-teaching
Brianne L. Sardoni,Adjunct Faculty,1346,English,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=bls0354#current-teaching
Bruce C. Bond,Adjunct Faculty,1347,English,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=bcb0018#current-teaching
Candace Reece,Adjunct Faculty,1348,English,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=cpr0074#current-teaching
Carolyn Briggs,Adjunct Faculty,1349,English,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=csb0278#current-teaching
Charlene Green,Adjunct Faculty,1350,English,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=cg0791#current-teaching
Christopher Foltz,Adjunct Faculty,1351,English,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=cmf0041#current-teaching
Christopher Roberts,Adjunct Faculty,1352,English,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=cmr0209#current-teaching
Cody Marsh,Adjunct Faculty,1353,English,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=clm0720#current-teaching
Danielle Kotrla,Adjunct Faculty,1354,English,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=drk0083#current-teaching
Gavin Cox,Adjunct Faculty,1355,English,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=glc0125#current-teaching
Helen B. Chandler,Adjunct Faculty,1356,English,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=hbc0040#current-teaching
Jennifer N. Tullos,Adjunct Faculty,1357,English,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=jnt0106#current-teaching
John M. Brandt,Adjunct Faculty,1358,English,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=jmb0815#current-teaching
Joshua E. Ibarra,Adjunct Faculty,1359,English,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=jei0020#current-teaching
Katherine Schneider,Adjunct Faculty,1360,English,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=kas0535#current-teaching
Kathleen Long,Adjunct Faculty,1361,English,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=kel0216#current-teaching
Kristen M. Jackson,Adjunct Faculty,1362,English,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=kmj0198#current-teaching
Kyle Kaczmarick,Adjunct Faculty,1363,English,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=kjk0113#current-teaching
Lauren J. Rogener,Adjunct Faculty,1364,English,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=ljr0074#current-teaching
Lori Eilers,Adjunct Faculty,1365,English,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=le0056#current-teaching
Mariah L. Steele,Adjunct Faculty,1366,English,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=mls0472#current-teaching
Mary McCulley,Adjunct Faculty,1367,English,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=mem0758#current-teaching
Megan Bryan,Adjunct Faculty,1368,English,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=mhb0083#current-teaching
Paul Lee,Adjunct Faculty,1369,English,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=pdl0062#current-teaching
Rhobie Underwood,Adjunct Faculty,1370,English,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=ru0057#current-teaching
Rhonda Lewis,Adjunct Faculty,1371,English,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=rll0135#current-teaching
Sarabeth Dean,Adjunct Faculty,1372,English,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=sed0233#current-teaching
Shannon M. Abbott,Adjunct Faculty,1373,English,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=sma0071#current-teaching
Shashi Nagendra,Adjunct Faculty,1374,English,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=spn0047#current-teaching
Spencer D. Keralis,Adjunct Faculty,1375,English,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=sdk0084#current-teaching
Staci Gentry,Adjunct Faculty,1376,English,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=smg0308#current-teaching
Stacy Short,Adjunct Faculty,1377,English,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=sks0170#current-teaching
